"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"F","A","IC",26,0,2,0,1,1,3,"M","B","AZ",15,0,1,1,2,2,3
"F","D","AZ",38,0,0,2,0,0,3,"F","B","AZ",27,0,1,2,4,9,4
"M","A","EY",15,1,2,0,0,1,4,"F","D","CJ",29,1,2,0,4,13,4
"F","D","AZ",37,0,2,1,1,8,3,"F","D","AZ",39,3,1,3,2,6,5
"F","C","AZ",37,1,0,1,0,2,3,"F","A","AZ",32,3,3,0,0,16,3
"F","B","ST",59,2,2,2,2,15,3,"F","A","AZ",15,1,3,1,1,1,3
"M","A","AZ",34,0,2,1,1,1,4,"F","A","CB",21,2,0,2,2,14,4
"F","A","PO",17,1,1,0,2,3,4,"F","C","AZ",15,2,0,3,3,9,5
"M","B","PO",21,2,0,3,1,12,5,"M","A","EY",18,0,2,1,3,5,3
"F","A","CB",28,3,2,0,1,4,4,"M","D","ST",19,3,0,1,3,10,5
"F","A","ST",37,1,1,0,2,3,1,"F","A","ST",39,3,2,1,1,2,3
"F","B","AZ",21,1,0,2,4,12,5,"F","D","CB",20,1,1,3,2,9,5
"F","B","CB",17,1,1,2,3,4,5,"F","C","IC",24,0,0,1,3,4,4
"F","C","ST",27,1,0,4,2,2,1,"F","B","PO",19,2,2,1,1,17,5
"F","C","AZ",15,2,0,1,1,2,4,"F","A","EY",39,1,1,3,2,25,3
"M","C","CB",15,1,2,1,2,23,5,"M","A","EY",22,1,0,0,2,3,3
"F","B","AZ",33,0,0,2,4,18,4,"F","B","CB",15,1,0,0,0,5,3
"F","A","CJ",27,0,0,0,2,1,2,"F","C","PO",20,2,1,0,1,5,5
"M","B","PO",23,0,2,1,7,6,4,"F","A","EY",17,0,2,1,4,9,3
"M","B","CB",15,2,1,2,3,1,3,"F","A","AZ",21,1,0,0,1,9,3
"M","A","PO",52,2,1,4,4,5,5,"F","A","AZ",26,2,2,2,2,2,2
"F","B","AZ",20,0,0,1,4,4,4,"F","A","AZ",47,1,1,1,2,1,3
"F","A","AZ",27,1,0,1,1,2,1,"F","D","CJ",22,1,0,1,5,4,3
"M","B","PO",20,1,0,2,3,7,3,"F","A","AZ",35,2,3,0,1,17,4
"F","C","IC",28,0,1,0,0,3,4,"M","A","PO",16,2,2,1,2,4,5
"F","B","CJ",16,2,2,1,2,3,4,"F","B","CB",26,2,0,1,4,10,4
"F","A","PO",21,2,5,1,3,13,4,"M","A","AZ",22,2,3,1,7,7,5
"M","B","AZ",26,2,1,2,5,7,3,"F","A","IC",34,4,1,0,1,3,2
"F","A","CB",27,0,2,0,1,0,3,"F","A","AZ",25,2,1,1,0,1,3
"M","B","CJ",17,1,0,5,2,18,5,"F","A","CJ",26,2,4,1,2,1,3
"M","B","IC",22,1,1,0,4,10,4,"M","A","PO",27,2,1,3,2,5,3
"M","A","EY",24,2,1,0,2,9,3,"M","A","PO",17,1,0,3,4,1,3
"M","B","EY",20,1,2,1,3,7,4,"F","A","EY",32,1,2,1,1,24,4
"F","A","PO",39,0,1,5,5,24,5,"F","A","AZ",16,0,2,2,5,3,3
"M","B","AZ",18,2,2,6,6,5,5,"M","C","PO",18,3,0,5,3,13,5
"M","A","AZ",16,2,1,1,1,4,5,"F","B","EY",17,1,3,2,2,4,5
"F","B","PO",15,0,2,1,2,7,3,"F","A","CJ",26,3,0,0,0,7,3
"M","B","PO",38,1,1,3,1,18,5,"F","C","CB",21,2,3,1,4,4,5
"F","B","PO",29,0,1,0,3,12,4,"F","A","AZ",34,1,2,0,1,5,2
"M","B","EY",15,0,0,0,0,1,3,"M","D","CB",23,1,0,0,0,24,5
"F","B","EY",55,1,1,0,2,24,3,"M","B","EY",19,3,1,1,2,3,4
"M","B","AZ",19,1,2,0,0,3,3,"F","B","EY",28,1,0,0,3,17,3
"F","C","IC",35,1,0,1,3,18,3,"M","C","CB",30,3,1,1,1,19,5
"M","A","PO",30,0,2,0,1,29,5,"M","A","AZ",33,0,1,1,0,9,3
"F","B","PO",19,0,1,2,3,1,4,"F","A","IC",17,0,1,2,1,3,4
"M","B","AZ",22,1,3,0,1,8,3,"F","B","IC",36,2,1,2,1,28,3
"F","A","AZ",31,1,2,1,0,1,2,"M","C","AZ",17,1,1,0,2,1,4
"M","B","PO",25,0,0,0,2,7,4,"M","C","PO",21,4,2,3,2,16,5
"F","B","EY",20,2,0,0,2,4,4,"M","C","EY",25,0,0,2,5,6,4
"F","B","ST",29,0,3,1,2,9,4,"M","A","ST",20,1,2,1,5,6,3
"M","A","CJ",16,1,2,3,2,6,5,"F","A","CB",35,1,0,0,0,0,2
"M","C","ST",18,3,0,2,2,29,5,"F","C","EY",23,0,0,0,0,4,4
"M","B","CB",16,2,0,1,3,1,4,"F","B","AZ",20,1,0,0,2,1,4
"F","B","EY",15,0,0,0,1,1,3,"M","D","PO",21,0,1,4,1,4,5
"M","B","PO",27,0,1,0,1,2,4,"F","A","AZ",31,1,0,2,0,6,2
"F","A","EY",21,2,1,0,0,10,3,"F","C","EY",20,1,0,0,2,4,3
"F","C","CJ",29,3,0,4,5,15,5,"M","B","AZ",21,0,0,0,1,5,3
"F","C","PO",15,3,0,4,1,13,5,"F","A","CB",18,2,2,2,4,14,3
"M","D","PO",27,1,1,3,1,9,5,"F","A","AZ",25,2,3,1,0,6,3
"F","A","PO",34,3,1,2,1,23,5,"M","C","CJ",17,5,1,5,2,11,5
"F","D","AZ",19,0,2,1,4,3,3,"F","B","AZ",15,0,0,2,4,3,3
"F","A","CB",19,0,0,0,5,4,4,"M","D","AZ",24,1,1,3,1,7,5
"M","A","IC",19,2,1,3,2,6,3,"M","B","ST",16,0,0,0,1,2,3
"F","A","EY",38,1,0,1,5,5,3,"F","B","CJ",15,3,0,4,6,15,4
"F","C","AZ",21,1,0,2,5,5,4,"M","C","EY",15,1,1,1,5,1,3
"M","A","CB",27,1,1,0,1,3,3,"F","A","EY",31,2,1,2,3,2,2
"M","C","PO",15,1,3,2,2,1,4,"F","D","AZ",25,0,0,1,0,1,3
"F","A","EY",20,0,0,1,5,5,3,"F","C","ST",28,1,1,0,2,4,2
"F","B","CB",46,0,1,0,3,24,3,"F","A","PO",25,0,1,1,3,6,4
"M","B","CB",24,3,0,1,0,4,5,"F","C","CJ",17,1,1,0,2,6,4
"F","A","PO",49,1,2,0,3,20,3,"F","B","AZ",37,2,1,1,3,17,3
"F","A","PO",16,0,1,2,2,15,5,"M","A","EY",20,4,3,2,1,4,5
"M","A","CB",26,6,0,1,0,2,1,"F","B","PO",22,1,1,2,4,5,3
"F","A","AZ",29,0,1,0,0,1,2,"M","B","CB",20,0,0,0,3,3,3
"F","B","ST",15,1,0,0,3,1,4,"M","D","CJ",53,2,1,2,1,13,5
"M","B","CB",15,1,1,0,2,5,3,"F","B","CB",22,1,4,2,4,6,3
"F","B","AZ",28,0,0,1,1,11,4,"F","B","EY",15,0,1,0,0,3,3
"F","C","EY",26,0,1,0,0,2,3,"F","D","PO",30,0,0,2,0,2,3
"F","A","CB",19,1,0,0,0,4,3,"M","B","AZ",42,0,1,0,2,27,3
"F","A","AZ",25,1,1,1,2,0,4,"F","D","IC",47,3,0,4,1,10,5
"F","A","CJ",17,7,1,4,3,7,5,"F","B","PO",22,1,2,0,2,4,5
"M","B","PO",16,1,1,2,1,6,3,"F","B","CB",22,3,1,3,0,6,5
"F","B","CJ",17,1,0,1,6,2,4,"F","B","PO",22,2,0,0,3,4,3
"F","C","CB",15,2,1,4,3,8,5,"F","A","IC",30,1,1,2,1,3,3
"M","B","AZ",18,2,2,0,1,9,4,"F","B","ST",15,2,1,4,1,10,5
"F","A","AZ",25,0,1,0,2,14,3,"F","A","CJ",20,3,3,4,4,7,4
"M","A","CB",27,3,1,0,1,11,3,"M","A","IC",25,1,2,1,1,1,2
"M","A","EY",19,0,1,1,2,6,4,"M","A","EY",22,2,2,2,7,2,3
"M","B","CJ",18,2,3,1,0,14,5,"F","A","PO",25,0,0,0,1,2,3
"M","C","EY",24,0,2,1,3,4,4,"F","B","CB",29,2,0,0,2,14,4
"M","A","ST",25,0,1,1,2,17,1,"F","B","EY",16,1,1,0,3,1,4
"F","C","AZ",18,3,0,1,5,3,3,"F","A","AZ",25,1,2,0,1,2,2
"F","A","EY",29,0,0,0,2,3,3,"M","B","AZ",36,0,2,1,5,9,4
"M","B","AZ",65,0,0,1,0,3,3,"F","B","EY",26,0,1,0,4,3,4
"F","C","AZ",15,0,0,1,3,1,3,"F","B","AZ",19,3,0,2,0,4,5
"M","B","EY",23,0,2,1,5,4,3,"M","A","EY",56,1,1,1,2,29,3
"F","B","PO",19,2,0,6,4,14,5,"M","A","PO",27,1,1,5,4,4,5
"M","D","PO",20,2,3,1,4,14,3,"M","B","ST",24,2,0,1,1,4,4
"M","D","AZ",25,1,1,0,1,7,3,"M","A","PO",26,0,1,1,4,8,3
"F","B","EY",29,2,2,1,0,13,3,"F","B","EY",15,0,1,2,2,1,3
"M","B","EY",21,1,0,1,5,5,4,"M","B","AZ",18,0,1,0,2,1,3
"F","D","CJ",28,0,0,3,0,2,4,"F","B","PO",23,0,3,2,3,2,3
"F","B","AZ",26,0,1,4,2,14,5,"F","C","ST",15,3,0,2,1,10,6
"M","C","CB",22,0,0,1,2,8,5,"M","B","PO",30,0,1,3,7,3,4
"M","B","PO",32,1,0,1,4,11,4,"M","B","CB",30,2,0,2,0,3,3
"F","C","CB",31,2,2,1,5,11,3,"M","C","PO",20,4,3,2,2,8,5
"F","A","IC",31,1,3,2,1,3,1,"F","A","PO",15,1,2,6,2,6,5
"M","C","PO",15,4,2,7,3,6,5,"M","C","ST",31,1,1,2,1,3,4
"F","B","CB",28,1,3,4,5,8,3,"F","B","CJ",21,0,0,0,4,15,4
"F","A","CB",29,3,1,0,1,4,3,"F","C","EY",22,2,0,0,1,10,4
"M","C","CJ",47,1,2,0,2,9,3,"F","B","AZ",41,2,3,2,5,4,3
"M","B","PO",22,1,0,1,0,6,5,"F","B","CB",16,2,5,1,3,4,4
"M","D","CJ",21,2,0,4,0,7,5,"F","A","ST",20,0,0,1,3,7,3
"M","A","AZ",25,3,2,1,5,2,4,"F","B","PO",15,0,0,0,0,1,4
"M","B","PO",37,1,1,1,3,23,3,"M","B","AZ",29,2,0,1,7,21,4
"M","B","ST",26,2,3,5,0,5,5,"M","C","ST",15,3,1,3,0,5,5
"M","A","PO",16,1,0,4,4,5,5,"M","D","PO",22,1,0,4,1,16,5
"F","D","PO",26,2,3,4,1,4,5,"M","B","ST",17,2,2,2,2,8,5
"F","A","EY",21,0,0,0,3,3,4,"M","D","PO",16,1,1,4,3,5,5
"F","A","CJ",15,0,0,0,1,2,4,"F","C","AZ",20,0,2,1,2,6,4
"F","A","AZ",53,0,1,1,1,17,3,"F","B","CB",31,0,2,0,4,12,3
"F","B","PO",24,0,0,1,4,4,5,"F","B","CB",41,1,3,0,2,16,4
"F","C","EY",15,0,1,0,4,2,4,"M","A","IC",26,3,2,1,0,0,3
"F","A","PO",21,0,0,2,1,9,4,"M","A","PO",16,1,0,0,3,2,3
"F","A","AZ",37,0,1,0,0,10,4,"F","B","AZ",19,2,1,1,2,8,5
"F","A","CJ",30,0,0,2,3,2,4,"F","C","EY",25,2,1,1,1,1,2
"F","A","EY",18,0,2,0,1,4,3,"M","C","PO",34,0,0,6,1,17,5
"F","A","AZ",27,1,0,0,1,13,4,"M","C","AZ",41,0,2,0,3,33,3
"F","B","AZ",25,2,2,5,3,7,5,"M","B","CJ",25,0,3,1,4,7,4
"M","A","IC",18,0,0,0,2,1,4,"M","B","PO",18,1,1,6,4,4,5
"F","A","EY",21,0,1,0,4,3,4,"M","B","PO",17,1,0,2,1,9,5
"M","A","AZ",35,4,0,1,0,6,5,"F","C","EY",21,1,0,0,1,3,4
"F","C","EY",16,0,0,1,2,1,3,"F","A","PO",23,0,0,1,1,6,5
"M","B","CB",37,1,1,4,2,17,5,"F","C","ST",25,3,0,0,2,3,3
"F","A","AZ",28,0,1,3,5,10,4,"M","C","PO",16,0,1,2,2,5,5
"M","B","PO",15,2,1,3,0,15,5,"M","A","CB",22,1,0,0,1,7,4
"F","D","PO",22,3,0,1,2,10,5,"F","B","AZ",15,3,1,1,3,8,3
"F","B","EY",34,3,3,1,4,32,3,"F","A","CB",39,1,4,2,0,6,2
"M","C","PO",15,1,1,0,4,9,4,"M","C","AZ",36,2,1,4,1,38,5
"F","B","AZ",32,0,0,1,3,12,4,"F","A","PO",38,0,1,1,5,21,3
"M","A","CB",16,0,3,1,3,2,4,"M","B","EY",17,1,1,1,4,3,4
"M","C","PO",17,2,4,3,2,4,5,"F","B","CJ",17,0,0,5,1,13,5
"F","D","PO",19,2,0,2,2,14,5,"M","B","AZ",18,1,1,0,2,7,3
"F","B","PO",24,2,1,1,1,11,5,"M","A","AZ",32,1,0,0,1,5,3
"F","B","AZ",16,0,1,2,5,13,3,"M","A","AZ",15,0,0,4,3,14,5
"M","B","AZ",30,0,1,0,0,20,3,"M","B","PO",20,0,1,3,1,7,5
"F","C","AZ",15,2,1,1,4,5,3,"F","A","CJ",23,1,2,1,5,1,3
"M","A","CJ",16,2,2,1,3,4,3,"M","A","CB",38,3,0,4,4,15,5
"F","A","PO",31,0,0,2,1,5,3,"F","B","PO",17,3,2,1,2,1,3
"F","A","AZ",22,0,0,3,1,5,5,"M","A","AZ",26,3,2,4,5,18,5
"F","C","AZ",18,0,0,0,4,1,4,"F","C","PO",41,0,1,6,2,10,3
"F","C","EY",25,0,0,1,1,8,3,"M","C","AZ",27,1,2,1,1,4,5
"F","C","PO",24,1,2,2,4,9,5,"M","B","AZ",22,2,2,0,2,2,3
"F","C","PO",20,3,1,2,3,4,5,"M","D","AZ",22,4,1,2,1,16,5
"M","B","AZ",17,0,1,1,4,4,3,"F","B","PO",18,1,2,0,2,8,4
"F","B","PO",22,1,1,1,3,6,4,"F","A","EY",30,0,0,0,1,6,3
"F","A","AZ",25,0,0,1,3,3,3,"M","C","CB",21,1,0,1,3,1,3
"M","A","EY",17,1,1,1,4,1,4,"F","C","CB",19,2,1,1,6,2,3
"M","B","EY",25,1,1,2,2,8,4,"M","B","PO",28,0,1,0,0,6,2
"F","A","IC",27,4,3,1,1,1,3,"F","B","AZ",16,2,0,2,1,8,5
"F","B","CJ",26,1,0,1,4,7,3,"F","A","IC",34,0,0,0,1,17,4
"F","A","AZ",39,1,0,0,1,3,3,"M","C","CJ",17,5,2,4,1,5,5
"F","C","ST",34,3,1,3,0,16,5,"F","C","PO",27,2,0,3,3,1,4
"F","A","AZ",30,1,1,3,0,11,3,"F","A","EY",38,2,2,2,1,17,3
"F","B","EY",18,1,1,1,4,2,4,"F","A","PO",19,0,0,4,3,2,4
"M","A","IC",35,2,1,2,2,8,1,"M","A","CB",23,0,1,2,6,5,4
"F","A","AZ",27,0,1,2,1,1,2,"F","B","PO",23,4,0,2,1,11,5
"M","A","AZ",24,1,2,3,4,15,5,"F","C","CJ",15,2,0,7,3,13,5
"M","B","CB",19,2,3,0,2,9,4,"F","B","PO",24,6,1,7,2,4,5
"F","A","AZ",26,0,1,2,4,11,3,"M","A","PO",38,1,1,4,0,8,5
"F","B","AZ",15,3,1,3,0,8,5,"M","C","PO",15,0,0,0,3,3,3
"M","A","CB",17,1,0,1,3,5,4,"F","B","IC",39,0,1,1,1,12,4
"F","C","EY",15,0,1,1,6,10,3,"M","B","AZ",17,2,2,4,3,8,5
"F","A","IC",40,1,1,1,1,10,3,"M","D","IC",19,1,1,0,3,5,3
"M","A","PO",21,1,0,1,4,5,3,"F","B","PO",25,0,0,2,5,1,3
"F","B","EY",17,0,1,0,3,3,3,"F","A","IC",27,2,1,2,0,5,1
"M","A","AZ",15,1,0,0,1,2,3,"F","B","PO",37,1,1,1,1,20,5
"F","B","PO",28,0,0,3,1,18,5,"M","B","CB",25,3,2,1,5,5,3
"F","A","CJ",16,1,0,1,5,1,3,"M","C","EY",32,1,1,0,2,13,4
"F","D","PO",29,3,1,4,0,9,5,"M","B","EY",32,0,0,0,2,2,3
"F","D","AZ",28,3,1,1,1,12,4,"M","D","PO",16,0,0,1,2,4,5
"M","C","CJ",27,2,1,1,3,2,2,"F","D","EY",35,0,0,3,4,16,3
"F","C","IC",32,1,2,1,1,1,2,"M","B","CB",16,1,0,2,3,8,5
"M","B","PO",39,6,1,6,1,10,5,"F","A","CJ",18,0,1,2,5,2,4
"F","C","ST",15,1,1,1,1,1,3,"F","B","CB",29,1,2,2,4,23,4
"F","A","IC",27,1,0,2,0,1,3,"F","B","EY",16,0,0,2,3,2,4
"M","C","ST",34,2,2,4,1,21,5,"F","A","IC",61,1,1,3,2,8,3
"M","B","CJ",15,0,0,2,4,3,4,"M","B","PO",24,1,1,0,2,9,3
"F","B","CB",19,2,0,2,0,9,5,"F","D","EY",16,0,1,0,3,9,4
"F","A","PO",33,3,2,1,1,12,2,"M","C","PO",16,3,0,3,3,5,5
"M","D","AZ",17,0,0,2,3,5,5,"F","A","IC",34,1,1,2,1,2,3
"M","A","IC",15,2,1,0,1,7,4,"F","B","PO",56,0,0,4,4,24,5
"F","B","CB",33,3,0,0,3,23,3,"M","B","PO",15,1,1,1,3,4,4
"F","A","AZ",40,1,0,1,0,8,3,"M","B","EY",17,0,1,0,4,7,4
"M","C","CB",19,1,0,5,5,4,5,"M","A","IC",31,2,3,0,0,2,3
"F","B","AZ",34,5,0,3,2,4,5,"F","A","IC",52,2,1,0,1,25,3
"F","A","AZ",17,0,2,2,1,2,4,"F","A","PO",17,1,0,0,0,2,3
"F","C","EY",16,0,0,0,2,6,3,"F","B","PO",28,2,2,0,1,5,5
"M","B","CB",28,2,1,1,3,6,5,"F","B","IC",15,2,0,1,2,2,3
"F","A","AZ",25,3,6,0,1,1,2,"F","B","EY",28,1,0,1,1,2,2
"M","C","AZ",34,1,0,1,4,20,3,"M","B","EY",23,0,0,0,2,2,3
"M","B","CB",18,1,0,0,5,2,4,"F","C","PO",22,0,1,3,2,9,5
"F","A","CJ",26,3,0,1,1,1,4,"F","A","AZ",20,2,0,0,1,4,3
"F","B","ST",30,2,0,1,1,2,3,"F","A","PO",21,2,1,1,6,6,3
"F","B","AZ",30,2,1,1,1,10,2,"F","A","AZ",41,1,0,2,2,11,3
"M","D","ST",39,0,2,0,4,15,3,"F","C","IC",44,0,0,1,1,8,3
"F","A","CJ",38,0,1,2,4,8,3,"M","A","PO",16,2,0,1,3,1,3
"F","A","CJ",15,1,2,3,1,18,5,"M","C","PO",24,1,0,2,2,13,5
"F","A","AZ",36,2,1,1,4,20,3,"F","A","IC",38,0,0,2,1,7,4
"F","B","AZ",28,2,2,7,1,17,5,"F","A","PO",16,1,2,2,7,1,3
"F","A","ST",31,1,2,3,1,6,2,"M","B","ST",15,3,1,4,3,7,5
"M","A","AZ",18,1,0,2,1,4,4,"F","A","AZ",19,0,0,1,2,2,4
"M","A","PO",17,0,1,0,0,2,3,"F","A","CB",21,1,2,2,3,20,3
"F","D","CB",15,2,1,2,0,6,3,"F","B","AZ",25,1,1,1,3,12,4
"F","A","PO",15,3,2,3,0,6,5,"F","B","AZ",41,0,1,1,2,6,2
"F","B","CJ",16,0,1,1,4,2,3,"F","B","PO",33,2,2,2,2,12,4
"F","B","EY",15,2,2,0,2,1,3,"F","B","CJ",22,2,0,0,1,12,3
"F","A","PO",38,1,2,1,1,9,3,"F","A","EY",38,0,4,1,2,9,3
"F","A","IC",29,1,0,2,1,17,4,"F","A","EY",26,1,2,1,6,7,4
"F","A","AZ",26,1,0,0,3,6,3,"M","C","PO",16,3,3,1,2,8,5
"F","B","CB",21,0,1,0,3,8,3,"F","A","AZ",28,0,1,1,1,4,3
"F","A","IC",29,2,3,1,0,1,3,"F","B","PO",18,3,4,4,3,11,5
"F","A","EY",35,2,0,1,1,8,1,"M","B","PO",16,2,1,3,4,3,3
"M","B","PO",19,2,1,3,3,45,5,"M","C","AZ",16,3,1,3,0,6,5
"M","A","CJ",29,2,2,0,3,11,5,"F","A","EY",32,0,0,2,0,12,3
"F","A","EY",19,0,1,1,6,8,3,"F","A","CB",29,0,1,1,3,6,2
"M","C","IC",61,2,2,1,4,32,4,"M","A","AZ",27,2,0,1,7,12,4
"F","B","AZ",17,3,1,4,5,6,5,"F","C","AZ",16,0,0,2,2,17,5
"M","D","CB",23,0,0,1,3,13,3,"M","B","AZ",16,0,0,1,4,1,4
"M","B","AZ",32,2,0,1,5,3,3,"M","B","AZ",32,1,1,1,0,45,5
"F","A","CB",31,2,1,2,0,1,3,"F","A","CB",32,2,1,0,3,10,3
"F","A","EY",18,0,0,3,3,1,4,"F","C","ST",16,1,0,1,1,4,4
"M","C","AZ",24,0,2,4,6,1,4,"F","A","CJ",25,1,1,2,1,20,3
"F","B","AZ",25,2,2,1,0,9,3,"F","C","AZ",17,1,1,0,3,1,3
"F","A","AZ",27,1,1,0,1,3,2,"F","A","EY",58,1,1,1,3,5,4
"M","B","AZ",18,3,0,3,2,8,5,"F","B","EY",15,2,3,0,0,1,3
"F","C","CJ",21,0,2,4,3,17,5,"M","C","PO",22,1,0,1,1,6,5
"M","D","AZ",22,2,0,1,1,6,5,"M","B","IC",39,2,3,0,0,11,4
"M","A","ST",59,1,2,1,2,21,3,"F","C","PO",33,2,1,3,2,4,5
"F","A","EY",44,0,1,0,1,19,3,"F","A","CB",32,0,0,0,0,7,2
"F","C","CJ",26,2,1,1,1,8,2,"M","A","IC",25,3,0,2,1,3,3
"F","A","CB",31,2,1,2,1,5,2,"M","B","ST",30,2,0,1,3,13,4
"F","A","EY",18,2,0,2,3,4,4,"M","B","EY",16,0,0,1,1,3,4
"F","C","CJ",31,1,0,1,1,3,3,"M","B","CB",27,0,0,1,4,7,4
"F","B","AZ",25,2,3,3,0,8,5,"F","A","AZ",17,1,2,2,2,5,4
"F","D","IC",20,1,1,1,6,1,4,"F","B","EY",15,0,0,0,2,6,4
"M","B","ST",17,2,2,4,1,4,6,"F","B","EY",25,1,0,2,4,7,3
"F","B","CJ",17,1,0,1,5,6,3,"F","B","PO",38,0,1,3,5,22,4
"M","B","PO",15,0,0,2,1,1,3,"F","B","IC",46,0,1,1,2,23,4
"F","D","CB",38,1,1,1,1,10,3,"M","B","CB",17,1,1,1,3,5,4
"M","A","PO",23,4,0,0,1,2,3,"M","B","AZ",19,4,0,4,7,2,3
"F","C","IC",25,1,1,2,0,4,3,"F","C","CJ",80,2,2,3,1,52,5
"F","A","CB",45,1,1,1,4,3,3,"F","A","PO",16,2,2,2,2,4,5
"M","A","IC",16,0,1,2,0,6,5,"F","A","IC",26,2,1,1,0,1,3
"F","A","AZ",27,0,2,1,5,10,4,"F","B","CB",16,0,0,1,0,3,4
"M","C","IC",17,0,1,1,3,1,3,"M","B","IC",19,1,1,7,2,8,5
"M","B","ST",25,1,3,0,1,2,4,"F","A","AZ",32,1,1,2,2,17,5
"M","C","AZ",15,3,0,2,1,5,5,"F","A","AZ",15,1,1,0,1,6,4
"M","C","AZ",26,2,2,5,5,10,5,"F","B","CB",46,1,4,2,2,25,4
"M","D","CJ",19,2,1,2,6,3,4,"F","A","IC",25,1,1,2,3,6,2
"F","A","IC",20,0,0,2,5,3,4,"F","A","PO",20,1,2,0,2,1,3
"F","B","EY",18,3,2,0,2,7,4,"M","A","EY",19,2,2,1,2,2,4
"F","A","CJ",17,3,0,0,1,3,4,"F","A","AZ",35,1,2,2,2,10,3
"F","A","AZ",16,0,0,4,5,1,3,"M","B","PO",29,2,2,4,4,7,5
"M","B","AZ",16,1,1,4,5,4,3,"M","B","PO",23,2,2,1,3,3,3
"M","B","IC",18,1,1,2,3,4,4,"M","C","PO",48,5,2,2,3,14,5
"M","C","CJ",17,0,0,1,3,5,3,"F","A","AZ",30,1,2,1,0,1,3
"M","A","IC",71,1,2,3,6,55,3,"M","A","AZ",39,3,2,2,3,13,3
"M","B","AZ",24,0,1,4,2,15,5,"M","C","PO",23,4,3,3,3,6,6
"F","B","CB",25,1,0,2,8,5,4,"F","C","PO",20,0,1,1,1,2,3
"F","A","EY",32,0,0,0,0,2,2,"F","C","EY",17,3,0,2,0,7,5
"F","A","CJ",28,0,3,0,0,3,3,"F","C","CJ",17,2,2,1,3,2,3
"M","A","AZ",15,0,0,3,7,2,4,"F","A","CB",30,3,1,0,0,15,3
"F","A","ST",26,3,2,0,0,9,2,"M","C","AZ",46,1,0,0,3,35,3
"F","C","ST",21,0,0,2,1,11,5,"F","A","CB",28,1,1,4,6,16,4
"M","B","IC",27,1,0,0,2,10,4,"F","B","ST",31,1,0,2,1,3,3
"F","A","AZ",28,0,1,1,2,2,2,"M","B","EY",16,2,1,0,2,2,4
"M","B","IC",27,1,1,2,6,7,4,"M","B","PO",23,1,2,1,6,23,3
"F","B","CB",18,1,0,2,2,2,4,"F","C","PO",18,0,1,0,4,5,3
"M","B","CJ",17,0,0,2,2,1,3,"F","B","AZ",17,0,0,2,3,3,3
"M","A","EY",18,0,2,4,3,4,3,"M","C","PO",29,6,1,5,2,6,5
"F","B","PO",15,0,1,2,3,18,5,"F","A","PO",30,0,1,0,0,4,4
"M","A","CB",25,0,1,0,1,10,4,"F","A","ST",35,0,1,1,1,12,3
"F","B","ST",15,1,1,3,1,2,4,"F","B","AZ",15,3,1,4,1,6,5
"F","B","EY",18,0,0,2,1,5,3,"F","B","ST",15,1,2,0,3,1,4
"M","B","CJ",25,0,2,0,6,3,4,"F","B","PO",18,1,0,4,1,11,5
"F","C","EY",20,1,1,1,2,16,3,"F","B","AZ",25,2,1,0,0,6,3
"M","B","ST",31,0,0,3,1,21,5,"M","A","CJ",17,2,1,2,3,5,4
"M","C","PO",39,2,2,3,5,12,5,"M","C","AZ",19,0,0,0,2,2,4
"M","A","AZ",25,2,1,1,2,3,3,"F","A","EY",27,2,1,0,1,1,2
"F","A","PO",34,2,2,1,2,13,3,"F","D","IC",21,0,2,1,3,3,3
"F","B","PO",25,5,0,4,2,19,5,"F","A","EY",22,0,1,0,1,8,4
"F","C","AZ",21,0,1,1,4,17,4,"M","B","IC",27,3,1,5,6,9,5
"M","D","PO",15,2,0,4,4,4,4,"M","C","AZ",17,0,3,0,2,5,3
"F","A","CJ",27,0,0,1,3,3,3,"F","B","AZ",16,1,1,0,2,3,4
"M","C","CJ",31,1,2,1,1,21,5,"M","D","AZ",25,1,1,0,0,6,3
"F","D","IC",25,1,1,3,1,1,1,"F","A","AZ",29,2,1,0,0,2,2
"M","A","PO",21,0,1,6,4,33,5,"M","A","IC",27,2,1,0,0,2,4
"F","A","ST",35,1,0,0,4,9,3,"F","B","ST",19,0,0,1,1,2,4
"F","B","CJ",22,0,2,0,0,2,3,"F","A","ST",33,2,1,0,1,1,1
"F","B","CB",24,0,0,2,3,8,4,"F","A","IC",33,0,0,0,1,14,3
"M","B","IC",25,2,2,5,1,11,5,"M","C","PO",29,2,2,3,6,19,3
"F","B","AZ",25,3,1,1,2,10,4,"M","C","PO",15,4,1,7,4,4,5
"F","A","AZ",34,2,1,0,0,1,3,"M","B","EY",15,1,1,0,2,7,4
"F","A","PO",16,0,1,4,3,9,6,"M","A","ST",17,1,2,4,2,5,4
"F","A","PO",42,1,1,0,2,23,4,"F","A","IC",44,0,0,0,3,24,4
"F","C","AZ",21,2,3,0,3,11,3,"M","A","PO",19,2,1,1,2,2,3
"F","B","AZ",18,1,2,1,6,4,4,"F","A","IC",27,2,1,1,3,2,2
"F","C","CJ",28,0,1,2,0,4,2,"F","C","EY",16,1,1,1,1,5,3
"F","A","AZ",27,0,0,1,1,4,4,"M","C","PO",18,2,0,1,1,19,5
"F","B","IC",30,2,0,0,1,11,4,"F","A","CB",23,2,0,0,3,6,3
